id,path,question,a,b,c,d,answer
train_1987,train/train_1987.jpg,이 사진에서 보이는 나무는 무엇인가요?,단풍나무,은행나무,소나무,벚꽃나무,d
train_1988,train/train_1988.jpg,이 사진에 보이는 야경의 주요 특징은 무엇인가요?,한강 다리와 분수 쇼,한강 유람선,남산 공원,서울 타워 야경,a
train_1989,train/train_1989.jpg,이 사진의 장소는 어떤 시간대에 촬영된 것일까요?,아침,밤,저녁,점심,c
train_1990,train/train_1990.jpg,이 사진에서 보이는 패스트푸드점은 어디인가요?,KFC,버거킹,롯데리아,맥도날드,b
train_1991,train/train_1991.jpg,이 사진에서 손에 들고 있는 병의 라벨에 적힌 술 이름은 무엇인가요?,매실청주,소주,복분자주,막걸리,a
train_1992,train/train_1992.jpg,이 사진 속 음식은 무엇인가요?,라면과 만두,비빔밥,김밥과 떡볶이 세트,불고기 정식,c
train_1993,train/train_1993.jpg,이 사진이 찍힌 시간대는 언제일까요?,밤,낮,저녁 무렵,새벽,a
train_1994,train/train_1994.jpg,이 사진에서 볼 수 있는 강변의 특징은 무엇인가요?,사람들이 수영을 하고 있다,야경과 조명이 아름다운 카페나 식당이 있다,낮에 사람들이 많이 모여 있다,산과 나무가 우거져 있다,b
train_1995,train/train_1995.jpg,이 사진에서 보이는 강변 산책로의 특징으로 올바른 것은 무엇인가요?,낮 시간대에 사람들이 많다,야경이 아름답고 조명이 켜져 있다,나무가 울창하게 자라고 있다,강변에 자동차가 많이 주차되어 있다,b
train_1996,train/train_1996.jpg,이 사진에 보이는 장소는 어디일 가능성이 가장 높은가요?,사막,산 정상,해변가,한강변 공원,d
train_1997,train/train_1997.jpg,이 음식은 무엇일까요?,매운탕,김치찌개,삼계탕,된장찌개,a
train_1998,train/train_1998.jpg,이 가게에서 판매하는 주요 음식은 무엇인가요?,스시,피자,햄버거,타코,d
train_1999,train/train_1999.jpg,이 사진에 보이는 가게의 이름은 무엇인가요?,성심당,뚜레쥬르,베스킨라빈스,파리바게트,a
train_2000,train/train_2000.jpg,이 사진에 보이는 디저트는 무엇인가요?,케이크와 음료,아이스크림과 차,피자와 주스,샌드위치와 커피,a
train_2001,train/train_2001.jpg,이 사진에서 보이는 강 건너편에 있는 것은 무엇인가요?,바다,산,아파트 단지,농장,c
train_2002,train/train_2002.jpg,사진 속 고양이들은 어디에 있나요?,차량 위,건물 옥상 위,지하철 역 안,나무 위,b
train_2003,train/train_2003.jpg,이 사진의 장소는 어디인가요?,광화문 광장,서울역 광장,홍대입구 역 입구,강남역 출구,c
train_2004,train/train_2004.jpg,이 사진에서 보이는 스포츠 경기는 무엇인가요?,농구,배구,야구,축구,c
train_2005,train/train_2005.jpg,이 사진이 촬영된 장소는 어디일 가능성이 가장 높은가요?,도서관,회의실,카페,웨딩홀,d
train_2006,train/train_2006.jpg,이 사진은 어떤 장소를 보여주고 있나요?,카페,음악 감상실,도서관,영화관,b
train_2007,train/train_2007.jpg,이 방에 주로 있는 악기가 아닌 것은 무엇인가요?,피아노,드럼 세트,기타,바이올린,d
train_2008,train/train_2008.jpg,이 이미지에서 판매하는 제품은 무엇인가요?,음료수,버블 스틱,과자,장난감 자동차,b
train_2009,train/train_2009.jpg,이 사진은 어떤 공간을 보여주고 있나요?,휴게 공간,카페,도서관,회의실,a
train_2010,train/train_2010.jpg,이 사진 속 테이블 위에 있는 노란색 봉지에 적힌 제품 이름은 무엇인가요?,달콤한 초콜릿,말랑말랑 요란다,고소한 견과류,부드러운 쿠키,b
train_2011,train/train_2011.jpg,사진 속 고양이는 무엇을 하고 있나요?,잠을 자고 있다,먹이를 먹고 있다,목욕을 하고 있다,놀고 있다,a
train_2012,train/train_2012.jpg,사진 속 갈색 표지판에 안내된 관광지는 어디인가요?,설악산,청곡천연동굴,경복궁,한라산,b
train_2013,train/train_2013.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,산과 건물들,도로와 차들,비 오는 장면,해가 떠오르는 모습,c
train_2014,train/train_2014.jpg,이 방에 없는 가전제품은 무엇인가요?,냉장고,세탁기,에어컨,전자레인지,d
train_2015,train/train_2015.jpg,이 사진에 보이는 골프 연습장의 특징은 무엇인가요?,그물망으로 둘러싸여 있다,골프 연습장이 없다,실내 골프 연습장이다,야외에 잔디가 깔려 있다,a
train_2016,train/train_2016.jpg,이 사진에서 사람들이 하고 있는 스포츠는 무엇인가요?,야구,축구,배구,농구,b
train_2017,train/train_2017.jpg,이 음식은 무엇인가요?,삼겹살,족발,불고기,비빔밥,b
train_2018,train/train_2018.jpg,이 사진에서 볼 수 있는 음식은 무엇인가요?,한우 생고기와 버섯,닭고기와 양파,연어와 채소,삼겹살과 마늘,a
train_2019,train/train_2019.jpg,이 사진에서 보이는 음식은 무엇인가요?,초밥,치킨,피자,햄버거,b
train_2020,train/train_2020.jpg,이 사진 속 동물들의 관계는 무엇일까요?,어미 고양이와 새끼 고양이,서로 모르는 고양이,친구 고양이,형제 고양이,a
train_2021,train/train_2021.jpg,이 고양이는 어디에 앉아 있나요?,소파 위,책상 위,나무 원형 가구 위,창문 틀 위,c
train_2022,train/train_2022.jpg,이 사진이 찍힌 시간대는 언제일까요?,저녁,밤,낮,아침,a
train_2023,train/train_2023.jpg,이 방에 장식된 풍선의 모양은 무엇인가요?,동물 모양,크리스마스 양말 모양,하트 모양,별 모양,b
train_2024,train/train_2024.jpg,이 사진에서 크리스마스 파티를 위해 준비된 음식이 아닌 것은 무엇인가요?,초밥,콜라,감자튀김,피자,a
train_2025,train/train_2025.jpg,이 사진에 보이는 것은 무엇인가요?,플라스틱 장난감들,눈으로 만든 작은 인형들,돌로 만든 조각상들,나무로 만든 모형들,b
train_2026,train/train_2026.jpg,이 사진에서 보이는 현상은 무엇인가요?,눈이 내리고 있다,비가 오고 있다,산불이 발생하고 있다,안개가 끼어 있다,c
train_2027,train/train_2027.jpg,이 사진에서 보이는 꽃나무 중 노란색 꽃을 피운 나무는 무엇인가요?,목련,벚꽃,진달래,개나리,d
train_2028,train/train_2028.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,수영하는 사람,모래성,해변에 있는 야자수,등대,c
train_2029,train/train_2029.jpg,사진 속 길 오른쪽에 있는 파란색 표지판에는 무엇이 안내되어 있나요?,무주 산책로 입구,무주 버스 정류장,무주 추모의 집,무주 관광 안내소,c
train_2030,train/train_2030.jpg,이 사진에서 보이는 도로의 이름은 무엇인가요?,무주로,우체국길,산책로,주계로,d
train_2031,train/train_2031.jpg,이 사진에서 보이는 해변의 날씨 상태는 무엇인가요?,눈이 내린다,안개가 짙다,비가 올 것 같다,맑고 화창하다,c
train_2032,train/train_2032.jpg,이 사진에서 보이는 것은 무엇인가요?,화창한 날씨의 창문과 건물,해가 지는 풍경과 창문,눈이 쌓인 창문과 바깥 풍경,빗방울이 맺힌 창문과 바깥의 나무,d
train_2033,train/train_2033.jpg,이 사진에서 볼 수 있는 하늘의 주요 색상은 무엇인가요?,파란색과 흰색,초록색과 노란색,검은색과 회색,분홍색과 주황색,d
train_2034,train/train_2034.jpg,이 이미지에서 테이블 위에 없는 음식은 무엇인가요?,피자,코카콜라,치킨,감자칩,a
train_2035,train/train_2035.jpg,이 사진에서 신호등의 색깔은 무엇인가요?,파란색,초록색,빨간색,노란색,b
train_2036,train/train_2036.jpg,이 사진은 어느 시간대에 찍힌 것일까요?,저녁 노을 질 때,한밤중,아침 해 뜰 때,정오,a
train_2037,train/train_2037.jpg,이 장소에 설치된 동상은 무엇을 표현하고 있나요?,기차 출발,부부의 포옹,전통 농사,닭 싸움,b
train_2038,train/train_2038.jpg,이 사진의 계절은 무엇인가요?,겨울,여름,봄,가을,a
train_2039,train/train_2039.jpg,이 사진에서 아이가 무엇을 하고 있나요?,미끄럼틀을 타고 있다,그네를 타고 있다,비누방울을 불고 있다,자전거를 타고 있다,c
train_2040,train/train_2040.jpg,이 사진에서 볼 수 있는 나무는 무엇인가요?,단풍나무,은행나무,소나무,벚꽃나무,d
train_2041,train/train_2041.jpg,이 무대는 어떤 공연을 준비하고 있나요?,무용 공연,음악 공연,영화 상영,연극 공연,b
train_2042,train/train_2042.jpg,이 사진에서 보이는 것은 무엇인가요?,정상적인 교통 표지판,공원에 있는 조형물,쓰러진 대형 구조물,건설 중인 다리,c
train_2043,train/train_2043.jpg,이 공원에서 볼 수 없는 것은 무엇인가요?,티라노사우루스 모형,진짜 공룡,자동차 장난감,공룡 알 모형,b
train_2044,train/train_2044.jpg,이 이미지에서 보관하고 있는 것은 무엇인가요?,과일,와인 병,신발,책,b
train_2045,train/train_2045.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,비행기,나무,자동차,아파트,a
train_2046,train/train_2046.jpg,사진 속 경기장에서 진행되고 있는 스포츠 경기는 무엇인가요?,배구,축구,농구,야구,b
train_2047,train/train_2047.jpg,이 사진에서 사람들이 줄을 서서 기다리는 이유로 가장 적절한 것은 무엇일까요?,관광지 입장권 구매 대기,음식점 앞에서 기다림,축제나 행사 입장 대기,버스나 택시를 기다림,c
train_2048,train/train_2048.jpg,이 사진에서 사람들이 모인 장소는 어디일까요?,시장,운동 경기장,음악 페스티벌,야외 결혼식,c
train_2049,train/train_2049.jpg,이 사진은 어떤 행사에서 찍힌 것인가요?,2023 부산 록 페스티벌,2023 서울 음악제,2023 JOYOLPARK FESTIVAL,2023 코리아 힙합 콘서트,c
train_2050,train/train_2050.jpg,이 사진에서 해가 지고 있는 방향은 어디인가요?,북쪽,동쪽,남쪽,서쪽,d
train_2051,train/train_2051.jpg,이 사진에서 보이는 다리는 무엇을 가로지르고 있나요?,강,도로,철도,산,a
train_2052,train/train_2052.jpg,이 사진에 보이는 강은 무엇인가요?,영산강,금강,낙동강,한강,d
train_2053,train/train_2053.jpg,이 사진에서 볼 수 있는 교통수단은 무엇인가요?,기차,버스,자전거,자동차,a
train_2054,train/train_2054.jpg,이 사진은 어디에서 찍힌 것일까요?,카페,도서관,쇼핑몰 내부,공항 대기실,d
train_2055,train/train_2055.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,야자수,파라솔,수영장,눈,d
train_2056,train/train_2056.jpg,이 사진에서 볼 수 있는 배들은 주로 어떤 용도로 사용되나요?,관광용,군사용,어업용,화물 운송용,a
train_2057,train/train_2057.jpg,이 사진에 나타난 동물은 무엇인가요?,강아지,토끼,새,고양이,d
train_2058,train/train_2058.jpg,이 사진에서 구워지고 있는 음식은 무엇인가요?,닭갈비,갈비,삼겹살,불고기,c
train_2059,train/train_2059.jpg,사진 속에 보이는 동물은 무엇인가요?,닭,칠면조,거위,오리,d
train_2060,train/train_2060.jpg,이 사진에서 보이는 운동장은 무엇을 위한 운동장인가요?,테니스 운동장,야구 운동장,축구 운동장,농구 운동장,c
train_2061,train/train_2061.jpg,이 사진에서 보이는 바다의 물결 상태로 가장 알맞은 표현은 무엇인가요?,거센 파도,잔잔한 파도,파도가 전혀 없음,파도가 매우 높음,b
train_2062,train/train_2062.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,바다,소나무,배 한 척,사람들,d
train_2063,train/train_2063.jpg,이 사진 속 고양이가 누워 있는 곳은 어디인가요?,책상 위,바닥,침대 위,소파 위,c
train_2064,train/train_2064.jpg,이 사진에서 하늘의 색깔은 무엇인가요?,초록색,파란색,노란색,분홍색,d
train_2065,train/train_2065.jpg,사진 속 고양이가 착용한 액세서리는 무엇인가요?,모자,팔찌,목걸이,선글라스,d
train_2066,train/train_2066.jpg,사진에 있는 두 동물은 어떤 종류인가요?,토끼,고양이,새,강아지,b
train_2067,train/train_2067.jpg,사진 속 고양이의 목에 둘러진 것은 무엇인가요?,목걸이,스카프,리본,과일 포장망,d
train_2068,train/train_2068.jpg,이 사진에 보이는 동물은 무엇일까요?,토끼,강아지,햄스터,고양이,d
train_2069,train/train_2069.jpg,이 사진에서 보이는 하늘의 색깔은 무엇인가요?,빨간색과 검은색,초록색과 노란색,노란색과 주황색,푸른색과 분홍색,d
train_2070,train/train_2070.jpg,이 사진에 있는 동물은 무엇인가요?,토끼,햄스터,강아지,고양이,d
train_2071,train/train_2071.jpg,사진 속 고양이가 목에 두른 것은 무엇인가요?,스카프,플라스틱 봉투,종이 리본,천 조각,b
train_2072,train/train_2072.jpg,이 눈사람의 머리 위에 놓인 것은 무엇인가요?,작은 잎사귀,나무 조각,작은 돌멩이,눈송이,a
train_2073,train/train_2073.jpg,이 사진에서 볼 수 있는 가게는 무엇인가요?,서점,식당,이발소,카페,c
train_2074,train/train_2074.jpg,이 사진에서 볼 수 있는 자연 풍경은 무엇인가요?,산과 강,사막과 오아시스,호수와 숲,바다와 하늘,d
train_2075,train/train_2075.jpg,이 사진에 있는 눈사람들은 무엇으로 장식되어 있나요?,플라스틱 장난감,조각 천과 리본,종이와 색연필,나뭇잎과 작은 빨간 열매,d
train_2076,train/train_2076.jpg,이 사진에서 볼 수 없는 것은 무엇인가요?,사람들,산과 하늘,비닐하우스,전신주와 전선,a
train_2077,train/train_2077.jpg,이 사진 속 장식은 어떤 계절이나 행사를 주제로 한 것일까요?,추석 명절,크리스마스,여름 휴가,할로윈,b
train_2078,train/train_2078.jpg,이 사진에서 볼 수 있는 것은 무엇인가요?,나무,눈사람,강아지,자동차,b
train_2079,train/train_2079.jpg,이 사진 속 동물은 무엇인가요?,고양이,강아지,토끼,햄스터,a
train_2080,train/train_2080.jpg,이 사진 속 음식은 무엇을 굽고 있는 모습인가요?,삼겹살,닭갈비,갈비찜,불고기,a
train_2081,train/train_2081.jpg,이 사진에 보이는 철도는 어디에 위치해 있나요?,사막 한가운데,바다 옆,도시 중심부,산 정상,b
train_2082,train/train_2082.jpg,이 사진에서 볼 수 없는 것은 무엇일까요?,전선들이 여러 개 걸려 있다,사람들이 길을 걷고 있다,길 양옆에 건물이 있다,눈이 많이 내리고 있다,b
train_2083,train/train_2083.jpg,이 사진은 어디에서 찍은 것일까요?,사막,호숫가,산 위,바닷가,d
train_2084,train/train_2084.jpg,이 사진에서 강아지는 어디에 있나요?,도시 거리 한가운데 있다,산 위에 있다,실내에 있다,해변에 있다,d
train_2085,train/train_2085.jpg,이 사진은 어디에서 촬영된 것일 가능성이 가장 높은가요?,산 정상에서 도시를 바라보며 촬영한 사진,건물 옥상에서 하늘을 찍은 사진,자동차 안에서 도로를 바라보며 촬영한 사진,비행기에서 창밖을 바라보며 촬영한 사진,c
train_2086,train/train_2086.jpg,이 사진에서 볼 수 있는 자연 현상은 무엇인가요?,비가 내리는 중,눈이 오는 풍경,안개 낀 아침,일몰과 구름사이로 퍼지는 햇빛,d
train_2087,train/train_2087.jpg,이 사진에 보이는 크리스마스 트리 장식 중 눈에 띄는 나비 모양 장식의 위치는 어디인가요?,트리 옆,트리 꼭대기,트리 중간,트리 아래 부분,c
train_2088,train/train_2088.jpg,이 사진에 보이는 캐릭터 인형은 무엇인가요?,스폰지밥,곰돌이 푸,미키마우스,포켓몬 피카츄,b
train_2089,train/train_2089.jpg,이 고양이는 어디에 누워 있나요?,책상 위,침대 위,도로 위,잔디밭,c
train_2090,train/train_2090.jpg,이미지에서 보이는 보도 경계석 위에 서 있는 사람은 무엇을 들고 있나요?,초록색 가방,빨간색 책,검은색 지갑,파란색 우산,a
train_2091,train/train_2091.jpg,이 도로에 표시된 제한 속도는 얼마인가요?,50km/h,30km/h,40km/h,20km/h,b
train_2092,train/train_2092.jpg,이 사진에서 노란색 실선이 의미하는 것은 무엇인가요?,버스 전용 차선,자전거 도로,보행자 전용 도로,주차 금지 구역,d
train_2093,train/train_2093.jpg,이 컵라면의 캐릭터는 누구인가요?,뽀로로,라이언,포켓몬,펭수,a
train_2094,train/train_2094.jpg,이 도로 표지판에 표시된 제한 속도는 얼마인가요?,80km/h,30km/h,60km/h,50km/h,b
train_2095,train/train_2095.jpg,서울우유의 유통기한은 언제까지인가요?,01월 14일,01월 20일,01월 07일,01월 26일,d
train_2096,train/train_2096.jpg,이 이미지에 보이는 도로 표시는 무엇을 나타내나요?,주차장,자전거 도로,버스 전용 차로,횡단보도,d
train_2097,train/train_2097.jpg,이 사진에 보이는 두 새의 종류는 무엇인가요?,펭귄과 갈매기,오리와 거위,학과 백로,비둘기와 까치,c
train_2098,train/train_2098.jpg,이 사진에 있는 동물은 무엇인가요?,개구리,뱀,카멜레온,도마뱀,c
train_2099,train/train_2099.jpg,이 사진 속 사람은 어떤 활동을 하고 있나요?,수영,요가,자전거 타기,암벽 등반,d
train_2100,train/train_2100.jpg,이 사진은 무엇을 보여주고 있나요?,옷가게 내부,카페 내부,도서관 내부,음식점 내부,a
train_2101,train/train_2101.jpg,이 사진에 있는 동물은 무엇인가요?,강아지,토끼,햄스터,고양이,d
train_2102,train/train_2102.jpg,이 이미지에서 사람이 들고 있는 책의 제목은 무엇인가요?,종의 기억담,종이의 비밀,기억의 편린,기억의 조각,a
train_2103,train/train_2103.jpg,이 사진 속 동물은 무엇인가요?,토끼,고양이,햄스터,강아지,b
train_2104,train/train_2104.jpg,사진 속 바닥에 표시된 노란색 원 안의 화살표는 무엇을 의미하나요?,출입 금지 구역이다,이동 방향을 안내한다,위험 구역을 알린다,휴게 공간을 표시한다,b
train_2105,train/train_2105.jpg,이 사진에서 볼 수 있는 자연 경관은 무엇인가요?,사막과 바다,해변과 절벽,산과 강,호수와 숲,c
train_2106,train/train_2106.jpg,이 음식에 포함되지 않은 것은 무엇인가요?,핫도그,케첩,샐러드,감자튀김,c
train_2107,train/train_2107.jpg,이 사진에서 보이는 해변의 파라솔 색깔은 무엇인가요?,파란색,초록색,노란색,빨간색,a
train_2108,train/train_2108.jpg,이 사진에서 사람들이 모여 있는 장소는 어디인가요?,버스 정류장,공항 터미널,지하철 역,백화점 입구,c
train_2109,train/train_2109.jpg,이 사진에 있는 고양이들은 무엇을 하고 있나요?,먹이를 찾고 있다,놀고 있다,잠을 자고 있다,서로 싸우고 있다,c
train_2110,train/train_2110.jpg,이 이미지에 보이는 디저트 중 아이스크림이 올라간 것은 무엇인가요?,마카롱,쿠키,아이스크림 파르페,케이크,c
train_2111,train/train_2111.jpg,이 사진 속에서 볼 수 없는 것은 무엇인가요?,아이폰 전용 충전기,아이스 아메리카노,컴퓨터 마우스,스티커가 붙은 태블릿,a
train_2112,train/train_2112.jpg,사진에 보이는 두 기기는 무엇인가요?,닌텐도 스위치,게임보이,플레이스테이션,엑스박스,a
train_2113,train/train_2113.jpg,사진에 보이는 과일 중 노란색 과일은 무엇인가요?,수박,레몬,망고,자몽,c
train_2114,train/train_2114.jpg,이 사진에서 사람들이 모여 있는 장소는 어디일 가능성이 가장 높은가요?,도심 공원,쇼핑몰 내부,해변가,산속 등산로,a
train_2115,train/train_2115.jpg,이 사진에서 벽에 비친 그림자의 원본은 무엇인가요?,벽에 붙은 그림자,창문 프레임,벽에 붙은 사진,벽에 걸린 전기 플러그,d
train_2116,train/train_2116.jpg,사진 속 강아지의 품종은 무엇일까요?,비숑프리제,푸들,시추,말티즈,a
train_2117,train/train_2117.jpg,이 사진에 보이는 음료는 무엇인가요?,커피,우유,맥주,주스,c
train_2118,train/train_2118.jpg,이 병에 붙어있는 가격표에 적힌 통화 단위는 무엇인가요?,동,유로,달러,원,a
train_2119,train/train_2119.jpg,이 사진에 보이는 전자기기의 브랜드는 무엇인가요?,LG,삼성,애플,델,b
train_2120,train/train_2120.jpg,이 이미지에서 보이는 세 가지 병에 적힌 글자가 아닌 것은 무엇인가요?,Caution: Slippery,Drink Me,Lean on Me,Give Me Water,b
train_2121,train/train_2121.jpg,이 눈사람에 사용되지 않은 것은 무엇인가요?,당근,돌,눈,나뭇가지,a
train_2122,train/train_2122.jpg,이 사진에서 볼 수 없는 음식은 무엇인가요?,에그타르트,피자,초콜릿 케이크,아메리카노,b
train_2123,train/train_2123.jpg,이 사진에 보이는 것은 무엇인가요?,제트 엔진,자동차 엔진,로켓 엔진,풍력 터빈,a
train_2124,train/train_2124.jpg,사진 속 키보드의 스페이스바 색깔은 무엇인가요?,파란색,빨간색,노란색,검은색,b
train_2125,train/train_2125.jpg,이 사진에서 보이는 길의 재질은 무엇인가요?,아스팔트,나무,콘크리트,자갈,b
train_2126,train/train_2126.jpg,이 사진에서 보이는 자연환경은 무엇인가요?,도시 공원,바다와 숲,호수와 들판,사막과 산,b
train_2127,train/train_2127.jpg,이 사진은 어느 장소에서 찍힌 것일까요?,경마장,야구 경기장,축구 경기장,콘서트장,a
train_2128,train/train_2128.jpg,이 야구장은 어느 구단의 홈구장인가요?,SSG 랜더스,LG 트윈스,롯데 자이언츠,두산 베어스,a
train_2129,train/train_2129.jpg,이 사진에서 볼 수 있는 계절은 무엇인가요?,봄,여름,가을,겨울,d
train_2130,train/train_2130.jpg,이 사진에서 보이는 도로의 차선 수는 총 몇 개인가요?,4차선,10차선,8차선,6차선,c
train_2131,train/train_2131.jpg,이 사진에서 볼 수 있는 계절은 무엇인가요?,가을,겨울,봄,여름,b
train_2132,train/train_2132.jpg,이 한식 식사에 포함되지 않은 음식은 무엇인가요?,김치,된장국,잡곡밥,닭볶음탕,a
train_2133,train/train_2133.jpg,이 사진에 보이는 디저트에 포함되지 않은 재료는 무엇인가요?,팥앙금,녹차 크림,딸기,떡꼬치,c
train_2134,train/train_2134.jpg,이 피자에 포함되어 있지 않은 재료는 무엇인가요?,파인애플,새우,페퍼로니,피망,c
train_2135,train/train_2135.jpg,이 식사에 포함되어 있지 않은 것은 무엇인가요?,샐러드,바나나,김치,라면,c
train_2136,train/train_2136.jpg,이 사진에 보이는 음식은 무엇인가요?,피자와 감자튀김,초밥과 된장국,치킨과 해시브라운,햄버거와 감자튀김,c
train_2137,train/train_2137.jpg,이 이미지 속 세 대의 자전거 중 가장 오른쪽에 있는 자전거의 특징은 무엇인가요?,앞에 바구니가 있다,체인이 없다,페달이 없다,뒷바퀴가 없다,a
train_2138,train/train_2138.jpg,이 사진에서 보이는 자동차 브랜드가 아닌 것은 무엇인가요?,벤츠,아우디,현대,기아,a
train_2139,train/train_2139.jpg,사진 속 식물들이 위치한 장소는 어디일까요?,아파트 단지 내 공원,해변가 산책로,학교 운동장,산속 숲,a
train_2140,train/train_2140.jpg,이 사진에 보이는 음식 중 생선회는 무엇인가요?,연어회,새우튀김,떡볶이,김밥,a
train_2141,train/train_2141.jpg,사진에 보이는 기념탑 위에 있는 것은 무엇인가요?,돌 조각,나무 조각,새 모형,시계,c
train_2142,train/train_2142.jpg,이 음식은 무엇일까요?,비빔밥,김치찌개,돈가스,불고기,c
train_2143,train/train_2143.jpg,이 음식은 무엇인가요?,불고기,육회,비빔밥,김치찌개,b
train_2144,train/train_2144.jpg,이 사진에 있는 동물은 무엇인가요?,햄스터,토끼,강아지,고양이,d
train_2145,train/train_2145.jpg,이 사진에 보이는 것은 무엇인가요?,현대 미술 조각 작품,음악 공연 무대,전통 건축물,자연 풍경,a
train_2146,train/train_2146.jpg,이 부트 매니저 화면에서 선택할 수 없는 옵션은 무엇인가요?,UEFI Windows Boot,UEFI Shell,UEFI HTTPv4,UEFI PXEv6,a
train_2147,train/train_2147.jpg,이 사진에 보이는 돌들이 놓여있는 공간은 무엇으로 보이나요?,사우나의 돌 난로,실내 벽난로,정원 장식,화덕,a
train_2148,train/train_2148.jpg,사진 속 동물은 무엇인가요?,햄스터,강아지,토끼,고양이,d
train_2149,train/train_2149.jpg,사진에 있는 동물은 무엇인가요?,고양이,햄스터,개,토끼,a
train_2150,train/train_2150.jpg,이 고양이는 어떤 자세로 누워 있나요?,옆으로 누운 자세,배를 위로 한 채 누운 자세,엎드린 자세,앉아 있는 자세,b
train_2151,train/train_2151.jpg,이 사진에서 고양이가 앉아 있는 장소는 어디인가요?,침실,주방,거실,욕실,d
train_2152,train/train_2152.jpg,사진 속에서 사람이 무엇을 하고 있나요?,음식을 준비하고 있다,고양이와 놀아주고 있다,아기를 재우고 있다,바닥을 청소하고 있다,b
train_2153,train/train_2153.jpg,사진 속 고양이가 누워있는 장소는 어디인가요?,책상 위,바닥 위,침대 위,소파 위,d
train_2154,train/train_2154.jpg,이 사진에 있는 동물은 무엇인가요?,고양이,햄스터,강아지,토끼,a
train_2155,train/train_2155.jpg,사진 속 고양이가 기대고 있는 것은 무엇인가요?,소파 팔걸이,쿠션,사람의 다리,이불,c
train_2156,train/train_2156.jpg,이 사진에서 고양이가 관심을 가지고 있는 것은 무엇인가요?,다른 고양이,캔들 홀더,빛나는 고양이 모양의 조명,장난감 공,c
train_2157,train/train_2157.jpg,사진 속 동물은 무엇인가요?,토끼,강아지,햄스터,고양이,d
train_2158,train/train_2158.jpg,사진 속 고양이가 누워있는 담요의 색깔은 무엇인가요?,초록색,노란색,파란색,빨간색,b
train_2159,train/train_2159.jpg,사진 속 동물은 무엇인가요?,고양이,강아지,토끼,햄스터,a
train_2160,train/train_2160.jpg,이 사진 속에서 무엇을 요리하려고 하는 것일까요?,된장찌개,스파게티,라면,볶음밥,b
train_2161,train/train_2161.jpg,이 이미지에서 연결된 핀 헤더와 점퍼 케이블은 주로 어떤 용도로 사용되는가?,마이크로컨트롤러와 센서 또는 모듈 간의 신호 연결,하드 드라이브 데이터 전송,그래픽 카드 연결,컴퓨터 내부 전원 공급,a
train_2162,train/train_2162.jpg,사진 속 과자는 어떤 맛일까요?,초코맛,바닐라맛,딸기맛,녹차맛,d
train_2163,train/train_2163.jpg,이 사진에서 볼 수 있는 집 주변의 조명은 어떤 색인가요?,파란색,노란색,빨간색,하얀색,b
train_2164,train/train_2164.jpg,이 사진 속 음식은 무엇인가요?,라면,김밥,떡볶이,만두,d
train_2165,train/train_2165.jpg,이 카드에 적힌 문구는 무엇인가요?,감사합니다,새해 복 많이 받으세요,생일 축하합니다,행복한 크리스마스 되세요,b
train_2166,train/train_2166.jpg,이 사진에서 보이는 시간은 언제인가요?,7월 2일 수요일 8:21,7월 1일 화요일 7:21,7월 3일 목요일 7:21,7월 2일 수요일 7:21,d
train_2167,train/train_2167.jpg,이 사진은 어디에서 찍은 것일까요?,도서관,음식점,의류 매장,영화관,c
train_2168,train/train_2168.jpg,이 사진에서 보이는 다리 위에 적힌 차량 제한 무게는 얼마인가요?,30톤 이상 통행금지,40톤 이상 통행금지,10톤 이상 통행금지,20톤 이상 통행금지,a
train_2169,train/train_2169.jpg,이 사진이 찍힌 시간대는 언제일까요?,아침 해 뜰 때,한밤중,점심 시간,저녁 해 질 때,d
train_2170,train/train_2170.jpg,이 사진은 어떤 가게 내부를 찍은 것인가요?,서점,닌찌 가챠샵,카페,문구점,b
train_2171,train/train_2171.jpg,이 식사에 포함되지 않은 음식은 무엇인가요?,소시지,아이스커피,스테이크,샐러드,c
train_2172,train/train_2172.jpg,이 전시회에서 주로 전시된 제품은 무엇인가요?,의자,스마트폰,테이블 램프,노트북,c
train_2173,train/train_2173.jpg,이 사진에서 볼 수 없는 물건은 무엇인가요?,쿠션,스탠드,책,가방,c
train_2174,train/train_2174.jpg,이 이미지에 보이는 상품은 무엇인가요?,양말 세트,목욕 가운과 가방,모자와 장갑,운동화,b
train_2175,train/train_2175.jpg,이 이미지에 보이는 식기류의 주된 색상은 무엇인가요?,흰색,회색,베이지색,노란색,c
train_2176,train/train_2176.jpg,이 이미지에서 판매하는 제품은 무엇인가요?,장갑,가방,모자,신발,b
train_2177,train/train_2177.jpg,이 사진에서 볼 수 없는 캠핑 용품은 무엇인가요?,랜턴,텐트,침낭,캠핑 의자,c
train_2178,train/train_2178.jpg,이 인형들 중 숫자 7이 적혀 있는 인형은 무엇인가요?,강아지 인형,곰 인형,돼지 인형,오리 인형,a
train_2179,train/train_2179.jpg,이 책상 위에 놓여 있지 않은 것은 무엇인가요?,키보드,커피잔,모니터,노트북,d
